StockCode,Description,Orders,Units,Revenue,AvgPrice
84663A,GRASS HOPPER WOODEN WALL CLOCK,64,375,758.21,4.46030303030303
84664,CHERRY BLOSSOM BATHROOM CABINET,51,193,955.35,4.95
84665,SQUARE CHERRY BLOSSOM CABINET,47,230,1388.5,6.366666666666667
84666,SQUARE CHERRY BLOSSOM CABINET,33,226,892.7,3.9499999999999997
84670,JAPANESE CROCHETED ANIMAL,182,5196,2128.72,0.4957671957671958
84671B,CROCHET BEAR WITH BLUE STRIPES,32,109,306.77,3.185151515151515
84673A,PINK FLY SWAT,99,500,314.84000000000003,0.740990099009901
84673B,BLUE FLY SWAT,133,507,396.43,0.9322627737226278
84674,FLYING PIG WATERING CAN,106,467,1199.5400000000002,3.2311009174311924
84675,FROG KING WATERING CAN,62,206,571.71,3.6961290322580647
84676,BATH DUCK WATERING CAN,110,848,2102.46,3.1355454545454546
84678,CLASSICAL ROSE SMALL VASE,81,620,1188.6399999999999,2.8888505747126434
84679,CLASSICAL ROSE TABLE LAMP,4,14,103.3,8.95
84680,CLASSICAL ROSE URN,17,94,372.3,7.06764705882353
84682,CLASSICAL ROSE DISH,49,295,596.94,3.3329411764705887
84683,CLASSICAL ROSE CANDLESTAND,46,562,549.36,1.6470588235294117
84684,BEACH HUT PHOTO FRAME,40,609,720.6999999999999,3.28775
84685,BEACH HUT KEY CABINET,125,438,1385.16,5.746015625
84686,BEACH HUT MIRROR,76,389,1027.79,5.956842105263158
84687,BEACH HUT SHELF W 3 DRAWERS,73,314,1208.06,6.919315068493151
84688,BEACH HUT DESIGN BLACKBOARD,81,422,1313.52,5.835432098765432
84689,S/2 BEACH HUT TREASURE CHESTS,40,312,742.9,5.3012500000000005
84690,S/2 BEACH HUT STOOLS,14,27,214.65,7.95
84691,PACK 20 DOLLY PEGS,235,2747,2225.5,1.0269491525423728
84692,BOX OF 24 COCKTAIL PARASOLS,1122,19430,9514.94,0.6295209580838323
84705A,ENGLISH ROSE PHOTO FRAME,7,14,65.10000000000001,4.65
84705B,FAIRY CAKES PHOTO FRAME,3,84,113.27,4.006666666666667
84705C,PINK FLOCK PHOTO FRAME,8,162,227.33,3.92875
84705D,CHERRY BLOSSOM PHOTO FRAME,14,22,97.9,4.386
84705F,RED PEONY PHOTO FRAME,5,8,37.2,4.65
84705b,FAIRY CAKES PHOTO FRAME,2,2,6.86,3.43
84706A,ENGLISH ROSE TABLE CLOCK,7,137,325.88,7.339999999999999
84706B,FAIRY CAKES TABLE CLOCK,9,20,188.73,10.03111111111111
84706C,PINK FLOCK TABLE CLOCK,4,84,170.8,3.6999999999999997
84706D,CHERRY BLOSSOM TABLE CLOCK,16,221,518.0899999999999,5.017058823529411
84706F,RED PEONY TABLE CLOCK,17,34,208.3,5.616666666666666
84707A,SILVER JEWELLED MIRROR TRINKET TRAY,64,129,1085.68,10.479384615384616
84707B,PINK JEWELLED MIRROR TRINKET TRAY,51,81,636.94,8.65622641509434
84708B,PINK JEWELLED PHOTO FRAME,53,142,732.7900000000001,5.391851851851852
84709A,SILVER OVAL JEWELLED MIRROR,13,23,136.85,5.95
84709B,PINK OVAL JEWELLED MIRROR,86,178,1026.38,5.925842696629213
84711A,SILVER OVAL SHAPE TRINKET BOX,24,44,410.84999999999997,9.0384
84711B,PINK OVAL SHAPE TRINKET BOX,30,39,357.71,8.988
84712B,PINK JEWELLED PHOTO FRAME,60,101,791.01,7.799508196721312
84715,SET OF 6 ICE CREAM SKITTLES,47,241,734.8900000000001,3.393617021276596
84720,DOT MATRIX CANVAS ART PICTURE,3,35,147.05,6.883333333333333
84721,MANHATTAN CANVAS ART PICTURE,2,20,87.8,8.35
84723,CHERRY BLOSSOM CANVAS ART PICTURE,12,54,201.3,5.95
84725,FREESTYLE CANVAS ART PICTURE,29,135,220.74999999999997,2.1866666666666665
84726,LILLIES CANVAS PICTURE,5,233,394.84999999999997,2.17
84731,3 BIRDS CANVAS SCREEN,3,3,3.69,1.23
84732B,CUTE BIRD CEATURE SCREEN,6,28,18.48,1.23
84732D,CUTE RABBIT CEATURE SCREEN,6,15,10.89,1.23
84741C,CITRUS GARLAND FELT FLOWERS,51,185,372.14,2.125576923076923
84743C,ORANGE FELT VASE + FLOWERS,5,9,11.25,1.25
84744,S/6 SEW ON CROCHET FLOWERS,31,168,213.78,1.346923076923077
84745A,PINK HANGING GINGHAM EASTER HEN,15,72,30.240000000000002,0.42
84745B,BLUE HANGING GINGHAM EASTER HEN,17,83,34.86,0.42
84746,PINK EASTER HENS+FLOWER,16,23,72.06,3.105
84748,FOLK FELT HANGING MULTICOL GARLAND,93,1170,1781.12,3.4468085106382977
84750A,PINK SMALL GLASS CAKE STAND,105,544,1189.23,3.0715238095238093
84750B,BLACK SMALL GLASS CAKE STAND,78,609,1142.02,2.445128205128205
84751B,BLACK MEDIUM GLASS CAKE STAND,19,38,115.86,3.0100000000000002
84753A,PINK EAU DE COLOGNE BOTTLE,24,97,92.16999999999999,1.1537499999999998
84754,S/15 SILVER GLASS BAUBLES IN BAG,218,2211,2808.45,1.5600836820083683
84755,COLOUR GLASS T-LIGHT HOLDER HANGING,1259,40703,25386.65,0.8274863813229572
84757,ENCHANTED GARDEN WROUGHT IRON TABLE,4,5,74.75,14.95
84760L,LARGE HANGING GLASS+ZINC LANTERN,1,560,896.0,1.6
84760S,SMALL HANGING GLASS+ZINC LANTERN,36,234,377.60999999999996,1.934736842105263
84761,IVORY HANGING BIRD PLANTER,61,276,768.8499999999999,3.122295081967213
84762A,WHITE PICNIC BARBECUE BUCKET,29,59,517.4300000000001,9.866551724137931
84762B,PINK PICNIC BARBECUE BUCKET,48,113,837.77,8.7825
84762C,GREEN PICNIC BARBECUE BUCKET,43,105,761.25,8.556511627906977
84763,ZINC FINISH 15CM PLANTER POTS,170,1638,2039.79,1.4164204545454544
84765,SILVER ROCOCO CANDELABRA,6,9,140.23,16.996666666666666
84766,SILVER ROCOCO CANDLE STICK,27,200,638.0,4.57962962962963
84767,ZINC POLICE BOX LANTERN,6,195,806.22,7.395
84770,ROUND GEORGIAN SILVER MIRROR,16,135,419.25000000000006,3.825
84773,RED ROSE AND LACE C/COVER,48,193,569.35,2.95
84782A,PINK 3 TIER GLASS PLATE STAND,26,119,840.45,9.903846153846153
84782B,BLACK 3 TIER GLASS PLATE STAND,6,10,127.5,12.75
84782C,GREEN 3 TIER GLASS PLATE STAND,18,74,509.9,9.616666666666667
84789,ENCHANTED BIRD PLANT CAGE,124,446,1566.01,4.046
84791,GINGHAM HEART DECORATION,106,334,1086.13,3.791320754716981
84792,ENCHANTED BIRD COATHANGER 5 HOOK,519,2325,10259.050000000001,5.262556390977444
84795A,PASTEL STRIPE HAMMOCK,70,208,1696.02,9.646056338028169
84795B,SUNSET CHECK HAMMOCK,96,306,2442.69,8.94265306122449
84795C,OCEAN STRIPE HAMMOCK,131,325,2752.59,9.477954545454544
84795D,SEASIDE STRIPE HAMMOCK,83,189,1538.79,8.78421686746988
84795E,RIO PINK STRIPE HAMMOCK,5,10,79.5,7.95
84795b,SUNSET CHECK HAMMOCK,17,19,317.71999999999997,16.712352941176473
84796A,PINK HAWAIIAN PICNIC HAMPER FOR 2,111,284,2072.9500000000003,9.56162162162162
84796B,BLUE SAVANNAH PICNIC HAMPER FOR 2,180,600,4999.79,9.24565934065934
84796a,PINK HAWAIIAN PICNIC HAMPER FOR 2,20,28,234.28,8.370999999999999
84796b,BLUE SAVANNAH PICNIC HAMPER FOR 2,2,2,17.12,8.56
84797A,PINK HAWAIIAN PICNIC HAMPER FOR 4,44,481,3361.25,11.095227272727273
84797B,BLUE SAVANNAH PICNIC HAMPER FOR 4,33,323,1845.2,10.58848484848485
84797a,PINK HAWAIIAN PICNIC HAMPER FOR 4,17,18,198.84,11.048235294117646
84797b,BLUE SAVANNAH PICNIC HAMPER FOR 4,19,21,232.62,11.083157894736841
84798A,PINK FOXGLOVE ARTIIFCIAL FLOWER,10,195,432.45000000000005,2.505
84798B,PURPLE FOXGLOVE ARTIIFCIAL FLOWER,10,326,492.90000000000003,2.125
84798C,WHITE FOXGLOVE ARTIIFCIAL FLOWER,3,16,40.8,2.55
84799,SPRIG LAVENDER ARTIFICIAL FLOWER,31,678,528.78,1.0358064516129033
84800L,LARGE WHITE/PINK ROSE ART FLOWER,38,650,970.7900000000001,1.861842105263158
84800M,MEDIUM WHITE/PINK ROSE ART FLOWER,27,250,357.22,1.5892592592592591
84800S,SMALL WHITE/PINK ROSE ART FLOWER,19,388,292.04,1.0989473684210527
84801A,PINK HYDRANGEA ART FLOWER,15,272,427.44000000000005,1.976
84801B,WHITE HYDRANGEA ART FLOWER,18,214,345.00000000000006,2.0194444444444444
84802A,WHITE ANEMONE ARTIFICIAL FLOWER,24,185,312.65000000000003,1.6900000000000002
84802B,PURPLE ANEMONE ARTIFICIAL FLOWER,17,411,389.79,1.5405882352941176
84803A,PINK ALLIUM  ARTIFICIAL FLOWER,17,112,189.28,1.69
84803B,WHITE ALLIUM  ARTIFICIAL FLOWER,11,42,70.98,1.69
84804A,CREAM DELPHINIUM ARTIFICIAL FLOWER,18,218,396.38000000000005,2.7022222222222223
84804B,BLUE DELPHINIUM ARTIFICIAL FLOWER,19,355,501.9700000000001,2.5040000000000004
84805A,CREAM CLIMBING HYDRANGA ART FLOWER,8,147,212.85,2.7625
84805B,BLUE CLIMBING HYDRANGA ART FLOWER,9,340,551.4000000000001,2.461111111111111
84806A,PINK CANDYSTUFT ARTIFICIAL FLOWER,20,319,261.90999999999997,1.135
84806B,WHITE CANDYSTUFT ARTIFICIAL FLOWER,32,450,568.02,1.3784375
84807,RED POPPY ARTIFICIAL FLOWER,7,233,215.93,1.5414285714285714
84809A,WHITE CHRYSANTHEMUMS ART FLOWER,21,288,500.04,2.0278260869565217
84809B,PINK CHRYSANTHEMUMS ART FLOWER,8,296,351.6,1.7875
84813,SET OF 4 DIAMOND NAPKIN RINGS,99,426,3364.5,11.753564356435643
84814A,HEXAGONAL CRYSTAL PERFUME BOTTLE,1,1,1.95,1.95
84814B,RHOMBUS CRYSTAL PERFUME BOTTLE,3,7,13.65,1.95
84815,SET OF 3 DANISH ROSE PLANTERS,53,926,1183.8200000000002,5.385094339622642
84816,DANISH ROSE BEDSIDE CABINET,20,33,1278.3500000000001,39.45
84817,DANISH ROSE DECORATIVE PLATE,79,1059,937.44,1.6346250000000002
84818,DANISH ROSE PHOTO FRAME,214,1789,2384.7999999999997,2.043162790697674
84819,DANISH ROSE ROUND SEWING BOX,95,913,1389.51,2.9957731958762883
84820,DANISH ROSE TRINKET TRAYS,54,323,899.37,5.308518518518519
84821,DANISH ROSE DELUXE COASTER,74,1318,742.5,0.7973333333333333
84823,DANISH ROSE FOLDING CHAIR,29,120,1210.0,12.363793103448277
84824,DANISH ROSE UMBRELLA STAND,32,38,676.4499999999999,18.4484375
84826,ASSTD DESIGN 3D PAPER STICKERS,51,1794,920.08,0.6594444444444444
84827,ASS DES PHONE SPONGE CRAFT STICKER,29,1089,530.09,0.5629411764705883
84828,JUNGLE POPSICLES ICE LOLLY HOLDERS,353,2516,3346.55,1.6344198895027624
84830,LARGE ENGLISH ARBORETUM,7,113,1195.15,15.357142857142858
84832,ZINC WILLIE WINKIE  CANDLE STICK,630,6883,6228.98,1.087576219512195
84836,ZINC METAL HEART DECORATION,1408,20057,24563.170000000002,1.3791331058020477
84837,WHITE SWEETHEARTS CABINET 4 DRAWERS,143,251,3210.04,13.428888888888888
84838,ANT WHITE HIGH RISE BIRD BOX,4,50,312.5,7.875
84839,SWEETHEART KEY CABINET,393,1523,8747.05,7.216472081218274
84840,SWEETHEART CARRY-ALL BASKET,140,285,2481.76,9.17
84842,HELLO SAILOR BATHROOM SET,35,1505,744.1500000000001,4.434571428571429
84843,WHITE SOAP RACK WITH 2 BOTTLES,110,282,1742.96,7.069642857142857
84845A,HOLLYHOCK SQUARE HANDY TIN,1,1,1.25,1.25
84845C,CARNATION SQUARE HANDY TIN,14,42,52.5,1.25
84845D,GERANIUM SQUARE HANDY TIN,11,41,51.25,1.25
84846A,SCENTED CANDLE IN DIGITALIS TIN,54,263,596.97,2.585964912280702
84847,FLORAL BATHROOM SET,49,2330,1149.73,4.466122448979592
84849A,HELLO SAILOR BLUE SOAP HOLDER,103,483,855.54,2.223679245283019
84849B,FAIRY SOAP SOAP HOLDER,293,1972,3309.99,2.0274750830564785
84849D,HOT BATHS SOAP HOLDER,260,1572,2641.93,1.893371212121212
84854,GIRLY PINK TOOL SET,110,386,2104.2200000000003,6.55375
84855,BLOKEY SILVER TOOL SET,15,36,196.70000000000002,5.875
84856L,LARGE TAHITI BEACH BAG,81,239,1504.15,7.798536585365854
84856S,SMALL TAHITI BEACH BAG,33,467,1877.21,4.978787878787879
84857A,SILVER MONTE CARLO HANDBAG,3,8,68.0,8.5
84857B,BLUE MONTE CARLO HANDBAG,1,24,46.8,1.95
84857C,PINK MONTE CARLO HANDBAG,17,197,445.03,4.375294117647059
84858A,NATURAL RIVIERA HANDBAG,8,53,128.83,6.135
84858B,BLUE RIVIERA HANDBAG,9,326,431.0,2.816666666666667
84858C,PINK RIVIERA HANDBAG,30,347,611.0699999999999,5.593999999999999
84859A,SILVER DISCO HANDBAG,58,293,613.53,3.3916666666666666
84859B,BLUE DISCO HANDBAG,18,282,433.46,2.8922222222222222
84859C,PINK DISCO HANDBAG,39,304,552.72,3.041
84864A,PINK PAISLEY PHOTO ALBUM,4,7,67.71000000000001,8.455
84865,NEW BAROQUE BLACK PHOTO ALBUM,48,81,681.9,9.49076923076923
84867A,PINK BABY GIRLS PHOTO ALBUM,4,16,105.82000000000001,8.355
84867a,PINK BABY GIRLS PHOTO ALBUM,1,1,13.57,13.57
84867b,BLUE BABY BOY'S PHOTO ALBUM,1,2,27.14,13.57
84868A,PINK BABY GIRL'S MEMORY BOX,2,2,13.9,6.95
84868B,BLUE BABY BOY'S MEMORY BOX,4,5,34.75,6.95
84869,CANDY BUTTON PHOTO ALBUM,26,302,703.54,5.044615384615384
84870B,BLUE GEISHA GIRL,40,96,345.11,3.6644186046511624
84870C,GREEN GEISHA GIRL,41,99,352.86,3.4670454545454548
84872A,TEATIME FUNKY FLOWER BACKPACK FOR 2,102,177,1983.54,11.30343137254902
84872a,TEATIME FUNKY FLOWER BACKPACK FOR 2,45,64,702.5899999999999,10.979800000000001
84873A,FUNKY FLOWER PICNIC BAG FOR 4,16,32,394.15,13.243749999999999
84873a,FUNKY FLOWER PICNIC BAG FOR 4,59,88,973.36,11.064745762711864
84874B,BLUE TRAVEL FIRST AID KIT,36,87,143.41,1.6463157894736842
84875A,PINK SQUARE COMPACT MIRROR,12,16,60.0,3.75
84875B,GREEN SQUARE COMPACT MIRROR,40,377,526.01,2.0073170731707317
84875D,BLUE SQUARE COMPACT MIRROR,37,371,483.75,1.722972972972973
84876B,GREEN HEART COMPACT MIRROR,40,344,488.31,2.4007317073170733
84876C,SILVER HEART COMPACT MIRROR,4,7,26.25,3.75
84876D,BLUE HEART COMPACT MIRROR,35,335,615.52,3.5908333333333338
84877A,PINK ROUND COMPACT MIRROR,17,74,185.66,3.401764705882353
84877B,GREEN ROUND COMPACT MIRROR,43,291,504.43,2.682093023255814
84877D,BLUE ROUND COMPACT MIRROR,43,166,393.96,3.015
84879,ASSORTED COLOUR BIRD ORNAMENT,2807,81590,131817.81,1.8572724149776707
84880,WHITE WIRE EGG HOLDER,375,1802,10275.26,6.722610966057442
84881,BLUE WIRE SPIRAL CANDLE HOLDER,24,54,355.64,6.8595999999999995
84882,GREEN WIRE STANDING CANDLE HOLDER,36,66,289.43,4.704166666666667
84884A,ANT WHITE WIRE HEART SPIRAL,312,1722,6312.62,4.542031746031746
84884a,ANT WHITE WIRE HEART SPIRAL,35,56,470.18,8.386923076923077
84886,BLUE METAL WALL SHELF,9,12,119.39999999999999,9.95
84891B,GREEN WIRE GOBLET CANDLEHOLDER,6,11,87.45,7.95
84893,ANT WHITE IRON BASKET,15,33,186.35000000000002,5.883333333333334
84898F,YELLOW FLOWERS FELT HANDBAG KIT,52,172,367.45000000000005,2.1739285714285717
84899E,YELLOW + BROWN BEAR FELT PURSE KIT,21,53,73.93,1.6157142857142857
84899F,YELLOW PURPLE DAISY FELT PURSE KIT,53,121,192.17,1.899811320754717
84901,BLACK FACE LAMB WITH PANTS,74,123,471.13,3.8594594594594596
84902,PINK KNITTED COW STUFFED TOY,53,84,326.33,3.930377358490566
84905,PINK BUTTERFLY CUSHION COVER,105,269,1007.91,5.029047619047619
84906,PINK B'FLY C/COVER W BOBBLES,21,67,313.42,5.348636363636364
84907,PINK YELLOW PATCH CUSHION COVER,36,391,999.17,6.622222222222223
84908A,PINK 5 PATCH FLOWER CUSHION COVER,36,432,1045.16,5.822222222222222
84908B,BLUE 5 PATCH FLOWER CUSHION COVER,35,435,1052.29,5.516857142857143
84909A,PINK PAISLEY QUILT,30,209,2797.55,17.176666666666666
84910A,PINK PAISLEY CUSHION COVER,53,434,1242.29,6.479444444444444
84912A,PINK ROSE WASHBAG,231,1097,3007.69,3.621914893617021
84912B,GREEN ROSE WASHBAG,259,1145,3141.4,3.504275092936803
84912a,PINK ROSE WASHBAG,1,2,15.56,7.78
84913A,SOFT PINK ROSE TOWEL,266,629,2287.26,3.607773722627737
84913B,MINT GREEN ROSE TOWEL,200,442,1672.3700000000001,3.687
84914A,PINK ROSE PICNIC RUG,5,6,155.7,25.95
84915,HAND TOWEL PINK FLOWER AND DAISY,37,241,507.83,4.557317073170732
84916,HAND TOWEL PALE BLUE W FLOWERS,58,267,676.91,4.503650793650794
84917,WHITE HAND TOWEL WITH BUTTERFLY,53,232,698.66,4.3275
84918,CREAM CUSHION COVER WITH FLOWERS,63,208,995.12,6.064920634920635
84919,BLUE CUSHION COVER WITH FLOWER,43,291,1619.84,6.965581395348837
84920,PINK FLOWER FABRIC PONY,88,206,824.13,4.431111111111111
84921,CREAM AND PINK FLOWERS PONY,14,28,105.0,3.75
84922,PINK BUTTERFLY WASHBAG,17,342,808.22,5.865882352941177
84923,PINK BUTTERFLY HANDBAG W BOBBLES,150,247,1072.37,4.333417721518987
84924A,WAKE UP COCKEREL CALENDAR SIGN,62,139,593.5,4.804461538461538
84924D,LA PALMIERA METAL SIGN CALENDAR,15,764,272.61,3.7993333333333337
84924F,PSYCHEDELIC METAL SIGN CALENDAR,10,975,274.55,2.952
84925A,WAKE UP COCKEREL WALL THERMOMETER,17,179,339.28999999999996,2.808235294117647
84925C,FAIRY CAKES  WALL THERMOMETER,10,28,71.39999999999999,2.55
84925D,LA PALMIERA WALL THERMOMETER,26,453,680.0,2.3296296296296295
84925E,FLOWERS WALL THERMOMETER,3,75,130.04999999999998,2.2666666666666666
84925F,PSYCHEDELIC WALL THERMOMETER,34,715,875.66,2.2465714285714284
84926A,WAKE UP COCKEREL TILE COASTER,51,673,305.59,1.0137037037037036
84926B,SCOTTS ROSES TILE COASTER,10,54,67.5,1.25
84926C,FAIRY CAKES TILE COASTER,31,138,189.6,1.7590322580645161
84926D,LA PALMIERA TILE COASTER,47,777,370.34999999999997,1.0917999999999999
84926E,FLOWERS TILE COASTER,52,1081,471.57,0.7690384615384616
84926F,PSYCHEDELIC TILE COASTER,42,484,277.9,1.4188095238095237
84927A,WAKE UP COCKEREL TILE HOOK,33,227,161.82000000000002,2.2811764705882354
84927D,LA PALMIERA TILE HOOK,28,954,215.5,1.8472413793103448
84927E,FLOWERS TILE HOOK,29,494,224.31,2.0863333333333336
84927F,PSYCHEDELIC TILE HOOK,62,336,277.53000000000003,1.644
84929,ASSTD FRUIT+FLOWERS FRIDGE MAGNETS,93,3096,1007.5200000000001,0.3666666666666667
84931A,PINK SCOTTIE DOG W FLOWER PATTERN,82,204,513.6899999999999,2.7070731707317073
84931B,BLUE SCOTTIE DOG W FLOWER PATTERN,83,274,688.7299999999999,2.6616867469879515
84932A,SMALL GREEN PEONY FOLDING STOOL,24,262,602.6,3.860416666666667
84932B,SMALL PINK PEONY FOLDING STOOL,17,189,401.3,3.105882352941176
84932C,SMALL ORIENTAL BLUE FOLDING STOOL,34,282,615.4,3.105882352941176
84932D,SMALL ORIENTAL RED FOLDING STOOL,21,239,574.71,4.629047619047619
84933A,LARGE GREEN PEONY FOLDING STOOL,6,131,314.35,4.716666666666666
84933B,LARGE PINK PEONY FOLDING STOOL,6,136,309.15000000000003,3.408333333333333
84933C,LARGE BLUE ORIENTAL FOLDING STOOL,6,136,317.0,4.716666666666667
84934,ASSTD DESIGN POP ART SLIM PEN,13,687,586.5,0.9153846153846155
84937,KASHMIR FOLKART TUMBLERS,124,2542,5394.54,4.990161290322581
84942,KASHMIR FOLKART HEART DISHES,3,3,5.07,1.6900000000000002
84944,SET OF 6 KASHMIR FOLKART BAUBLES,194,1154,3234.63,3.8720197044334976
84945,MULTI COLOUR SILVER T-LIGHT HOLDER,653,22637,18596.55,1.0794032023289664
84946,ANTIQUE SILVER TEA GLASS ETCHED,1769,37919,51148.47,1.5346153846153845
84947,ANTIQUE SILVER TEA GLASS ENGRAVED,680,16065,19055.54,1.4445238095238098
84948,SILVER HANGING T-LIGHT HOLDER DOME,36,273,459.2099999999999,1.7905405405405406
84949,SILVER HANGING T-LIGHT HOLDER,693,12232,19479.359999999997,1.831426592797784
84950,ASSORTED COLOUR T-LIGHT HOLDER,274,7919,5251.85,0.9102846975088967
84951A,SET OF 4 PISTACHIO LOVEBIRD COASTER,135,622,848.76,2.1285925925925926
84951B,SET OF 4 BLACK LOVEBIRD COASTERS,120,565,802.73,2.0461157024793386
84951b,S/4 BLACK LOVEBIRD COASTERS,5,10,51.26,5.104
84952A,CLEAR LOVE BIRD T-LIGHT HOLDER,39,167,467.65,3.260243902439024
84952B,BLACK LOVE BIRD T-LIGHT HOLDER,44,427,701.74,3.043125
84952C,MIRROR LOVE BIRD T-LIGHT HOLDER,42,413,765.13,3.411063829787234
84962,SET/3 COLOUR PAINTED KASHMIRI STOOL,2,3,179.85000000000002,59.95
84963A,PINK PAINTED KASHMIRI CHAIR,9,27,935.1500000000001,41.86
84963B,BLUE PAINTED KASHMIRI CHAIR,6,18,591.5,42.958333333333336
84964A,PINK PAINTED KASHMIRI TABLE,2,11,630.0,45.0
84964B,BLUE PAINTED KASHMIRI TABLE,2,17,990.0,45.0
84965A,PINK KASHMIRI COFFEE TABLE,3,20,1050.0,40.0
84965B,BLUE KASHMIRI COFFEE TABLE,4,27,1359.95,62.4875
84966A,PINK KASHMIRI BOXED MIRROR,4,13,225.95,25.4875
84966B,BLUE KASHMIRI BOXED MIRROR,4,33,428.0,16.0
84966C,GREEN KASHMIRI BOXED MIRROR,2,23,276.0,12.0
84967A,PINK KASHMIRI OCCASIONAL TABLE,3,3,174.9,58.300000000000004
84967B,BLUE KASHMIRI OCCASIONAL TABLE,11,24,1249.45,65.87272727272727
84967C,GREEN KASHMIRI OCCASIONAL TABLE,4,9,419.85,67.4625
84968A,SET OF 16 VINTAGE ROSE CUTLERY,204,533,6589.08,14.10625
84968B,S/16 VINTAGE IVORY CUTLERY,135,428,5681.41,14.866148148148147
84968C,SET OF 16 VINTAGE PISTACHIO CUTLERY,191,644,7731.24,14.967244897959183
84968D,SET OF 16 VINTAGE RED CUTLERY,106,474,5419.21,13.317407407407407
84968E,SET OF 16 VINTAGE BLACK CUTLERY,98,387,4490.48,12.587448979591835
84968F,SET OF 16 VINTAGE SKY BLUE CUTLERY,131,301,3622.7599999999998,13.399925373134328
84968a,SET OF 16 VINTAGE ROSE CUTLERY,4,7,176.31,25.278
84968b,S/16 VINTAGE IVORY CUTLERY,2,2,50.98,25.49
84968d,SET OF 16 VINTAGE RED CUTLERY,4,4,100.37,25.0925
84968e,SET OF 16 VINTAGE BLACK CUTLERY,13,17,429.62,25.300714285714285
84968f,SET OF 16 VINTAGE SKY BLUE CUTLERY,2,2,50.98,25.49
84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,341,998,4445.38,4.903011363636363
84970L,SINGLE HEART ZINC T-LIGHT HOLDER,1080,17561,17359.489999999998,1.2471906052393855
84970S,HANGING HEART ZINC T-LIGHT HOLDER,1425,26756,22057.379999999997,1.0939133425034389
84970l,SINGLE HEART ZINC T-LIGHT HOLDER,65,247,516.96,2.1011267605633805
84970s,HANGING HEART ZINC T-LIGHT HOLDER,98,387,813.86,2.1028155339805825
84971L,LARGE HEART FLOWERS HOOK,58,585,723.51,1.5720338983050848
84971S,SMALL HEART FLOWERS HOOK,459,6587,5585.5199999999995,1.08
84971l,LARGE HEART FLOWERS HOOK,1,2,4.92,2.46
84971s,SMALL HEART FLOWERS HOOK,3,6,9.959999999999999,1.66
84972L,GIANT PINK HEART MEMO HOLDER,46,117,462.15000000000003,3.95
84974,S/2 ZINC HEART DESIGN PLANTERS,57,89,879.55,9.932758620689654
84975,HEART SHAPED MIRROR,212,1995,3274.85,2.0277777777777777
84976,RECTANGULAR SHAPED MIRROR,56,675,726.12,1.723157894736842
84977,WIRE FLOWER T-LIGHT HOLDER,44,223,281.33,1.3086363636363636
84978,HANGING HEART JAR T-LIGHT HOLDER,1425,21819,28629.82,1.512344827586207
84984A,GREEN PEONY CUSHION COVER,17,266,462.12,4.474705882352942
84984B,RED PEONY CUSHION COVER,16,322,541.3,4.2
84984C,ORIENTAL BLUE C/COVER,16,232,401.16,5.83375
84984D,ORIENTAL RED C/COVER,21,159,404.91,6.063333333333334
84985A,SET OF 72 GREEN PAPER DOILIES,153,652,1029.73,1.7571249999999998
84985B,SET OF 72 BLACK PAPER DOILIES,24,128,194.95999999999998,1.77625
84985a,SET OF 72 GREEN PAPER DOILIES,8,10,29.8,2.98
84985b,SET OF 72 BLACK PAPER DOILIES,1,1,2.98,2.98
84986B,SET OF 36 SILVER PAPER DOILIES,75,432,639.06,1.5328947368421053
84986b,SET OF 36 SILVER PAPER DOILIES,5,6,17.88,2.98
84987,SET OF 36 TEATIME PAPER DOILIES,812,8150,11890.9,1.8135515151515151
84988,SET OF 72 PINK HEART PAPER DOILIES,1019,8393,13059.199999999999,2.097220077220077
84989A,75 GREEN FAIRY CAKE CASES,152,2120,1093.42,0.6855483870967742
84989B,75 BLACK FAIRY CAKE CASES,57,1009,510.15000000000003,0.6828070175438596
84989a,75 GREEN FAIRY CAKE CASES,41,75,152.7,2.0228571428571427
84989b,75 BLACK FAIRY CAKE CASES,6,10,12.8,1.28
84990,60 GOLD AND SILVER FAIRY CAKE CASES,193,4248,2062.19,0.6447738693467336
84991,60 TEATIME FAIRY CAKE CASES,2127,54537,27321.370000000003,0.6662003610108304
84992,72 SWEETHEART FAIRY CAKE CASES,1460,35109,17440.21,0.6881164159581427
84993A,75 GREEN PETIT FOUR CASES,177,1498,660.79,0.53292817679558
84993B,75 BLACK PETIT FOUR CASES,86,564,249.12,0.4588636363636363
84993a,75 GREEN PETIT FOUR CASES,30,51,42.71,0.8373333333333333
84993b,75 BLACK PETIT FOUR CASES,13,20,16.99,0.8492307692307691
84997A,GREEN 3 PIECE MINI DOTS CUTLERY SET,589,5262,19693.32,4.131295081967213
84997B,RED 3 PIECE MINI DOTS CUTLERY SET,1019,9378,34949.56,4.0797716460513795
84997C,BLUE 3 PIECE MINI DOTS CUTLERY SET,951,8852,32942.86,4.0242564102564105
84997D,PINK 3 PIECE MINI DOTS CUTLERY SET,1085,10746,40250.98,4.150854092526691
84997a,CHILDRENS CUTLERY POLKADOT GREEN,81,178,1481.78,8.262592592592592
84997b,CHILDRENS CUTLERY RETROSPOT RED,85,539,4534.32,8.547666666666666
84997c,CHILDRENS CUTLERY POLKADOT BLUE,75,356,2984.2799999999997,8.568
84997d,CHILDRENS CUTLERY POLKADOT PINK,82,390,3258.31,8.421976744186047
