Invoice,InvoiceDate,CustomerID,Country,Lines,Units,Revenue,IsGuest
566022,2011-09-08 12:47:00,13925.0,United Kingdom,2,10,49.5,0
566023,2011-09-08 12:48:00,12955.0,United Kingdom,18,424,496.44,0
566024,2011-09-08 12:51:00,13871.0,United Kingdom,32,204,538.4,0
566025,2011-09-08 12:55:00,17634.0,United Kingdom,37,65,159.79,0
566026,2011-09-08 12:56:00,15618.0,United Kingdom,4,24,74.4,0
566027,2011-09-08 12:57:00,15618.0,United Kingdom,8,91,121.81,0
566028,2011-09-08 12:58:00,13848.0,United Kingdom,1,1000,320.0,0
566033,2011-09-08 13:07:00,16031.0,United Kingdom,59,202,242.27,0
566035,2011-09-08 13:17:00,12839.0,United Kingdom,25,286,413.58,0
566037,2011-09-08 13:26:00,13249.0,United Kingdom,2,240,291.84000000000003,0
566038,2011-09-08 13:26:00,14511.0,United Kingdom,10,73,191.73000000000002,0
566039,2011-09-08 13:38:00,14223.0,United Kingdom,21,194,334.54,0
566040,2011-09-08 13:38:00,12540.0,Spain,22,241,403.99,0
566041,2011-09-08 13:48:00,13814.0,Germany,26,532,961.58,0
566042,2011-09-08 13:53:00,17811.0,United Kingdom,31,90,182.9,0
566043,2011-09-08 13:54:00,13769.0,United Kingdom,15,136,421.18,0
566044,2011-09-08 13:55:00,13769.0,United Kingdom,1,12,25.200000000000003,0
566045,2011-09-08 13:57:00,15400.0,United Kingdom,1,50,105.0,0
566046,2011-09-08 14:02:00,12971.0,United Kingdom,3,118,78.9,0
566047,2011-09-08 14:19:00,17370.0,United Kingdom,9,140,117.36,0
566048,2011-09-08 14:21:00,16558.0,United Kingdom,23,244,322.77,0
566049,2011-09-08 14:28:00,15730.0,United Kingdom,18,175,309.79,0
566050,2011-09-08 14:35:00,13854.0,United Kingdom,5,70,324.0,0
566051,2011-09-08 14:42:00,15198.0,United Kingdom,5,56,86.0,0
566052,2011-09-08 14:53:00,13199.0,United Kingdom,3,160,186.32,0
566053,2011-09-08 14:57:00,14410.0,United Kingdom,42,77,120.97999999999999,0
566054,2011-09-08 15:04:00,12592.0,Germany,8,124,187.8,0
566055,2011-09-08 15:05:00,15453.0,United Kingdom,40,96,221.84,0
566056,2011-09-08 15:08:00,14410.0,United Kingdom,3,6,4.11,0
566057,2011-09-08 15:16:00,17997.0,United Kingdom,28,370,174.07,0
566058,2011-09-08 15:16:00,16682.0,United Kingdom,5,200,183.92000000000002,0
566059,2011-09-08 15:22:00,12569.0,Germany,2,8,68.0,0
566060,2011-09-08 15:27:00,,United Kingdom,238,468,1664.96,1
566061,2011-09-08 15:36:00,13267.0,United Kingdom,16,132,318.4,0
566062,2011-09-08 15:39:00,14522.0,United Kingdom,8,251,482.07,0
566063,2011-09-08 15:41:00,16011.0,United Kingdom,10,96,170.88,0
566072,2011-09-08 18:33:00,,United Kingdom,4,6,37.77,1
566073,2011-09-08 19:58:00,14562.0,United Kingdom,27,94,354.53000000000003,0
566074,2011-09-09 08:48:00,12535.0,France,16,104,344.9,0
566075,2011-09-09 09:03:00,16173.0,United Kingdom,14,105,205.67000000000002,0
566076,2011-09-09 09:13:00,12449.0,Belgium,44,361,922.7,0
566077,2011-09-09 09:38:00,13441.0,United Kingdom,13,204,296.64,0
566079,2011-09-09 09:52:00,17593.0,United Kingdom,37,782,985.62,0
566081,2011-09-09 10:09:00,16293.0,United Kingdom,14,95,253.99,0
566082,2011-09-09 10:09:00,16293.0,United Kingdom,5,35,70.6,0
566083,2011-09-09 10:10:00,13145.0,United Kingdom,3,96,85.92,0
566085,2011-09-09 10:12:00,17841.0,United Kingdom,47,102,188.5,0
566086,2011-09-09 10:16:00,14051.0,United Kingdom,5,91,584.4,0
566087,2011-09-09 10:24:00,13319.0,United Kingdom,27,224,493.4,0
566089,2011-09-09 10:31:00,14062.0,United Kingdom,7,528,998.8800000000001,0
566091,2011-09-09 10:37:00,17870.0,United Kingdom,26,126,143.8,0
566092,2011-09-09 10:42:00,13823.0,United Kingdom,26,325,650.42,0
566094,2011-09-09 10:42:00,17965.0,United Kingdom,50,227,348.18,0
566108,2011-09-09 10:47:00,16027.0,United Kingdom,1,288,158.4,0
566115,2011-09-09 10:51:00,12674.0,France,21,292,407.2,0
566117,2011-09-09 10:54:00,17965.0,United Kingdom,1,10,15.5,0
566123,2011-09-09 11:15:00,15039.0,United Kingdom,35,136,322.37,0
566124,2011-09-09 11:15:00,16515.0,United Kingdom,25,144,262.74,0
566162,2011-09-09 11:46:00,15249.0,United Kingdom,18,149,282.31,0
566163,2011-09-09 11:48:00,12637.0,France,67,719,1304.7,0
566164,2011-09-09 11:56:00,,United Kingdom,67,640,2842.46,1
566169,2011-09-09 12:09:00,14414.0,United Kingdom,10,392,185.83999999999997,0
566170,2011-09-09 12:11:00,12879.0,United Kingdom,4,58,140.5,0
566171,2011-09-09 12:22:00,18118.0,United Kingdom,41,97,158.88,0
566172,2011-09-09 12:24:00,17001.0,United Kingdom,11,224,322.4,0
566173,2011-09-09 12:24:00,12787.0,Netherlands,7,144,171.56,0
566175,2011-09-09 12:36:00,18237.0,United Kingdom,10,104,158.95999999999998,0
566178,2011-09-09 12:41:00,16353.0,United Kingdom,4,49,141.9,0
566179,2011-09-09 12:42:00,,Israel,27,233,423.73,1
566184,2011-09-09 13:01:00,16723.0,United Kingdom,1,1,165.0,0
566186,2011-09-09 13:02:00,16603.0,United Kingdom,23,363,296.62,0
566188,2011-09-09 13:14:00,14312.0,United Kingdom,9,95,192.6,0
566189,2011-09-09 13:19:00,17800.0,United Kingdom,12,109,139.5,0
566190,2011-09-09 13:20:00,12748.0,United Kingdom,36,316,206.45,0
566191,2011-09-09 13:26:00,14388.0,United Kingdom,24,210,442.66,0
566192,2011-09-09 13:34:00,14915.0,United Kingdom,4,36,165.20000000000002,0
566193,2011-09-09 13:37:00,14961.0,United Kingdom,55,517,1010.95,0
566194,2011-09-09 13:42:00,14711.0,United Kingdom,51,90,298.9,0
566195,2011-09-09 13:44:00,12433.0,Norway,81,1849,2608.11,0
566196,2011-09-09 13:47:00,14180.0,United Kingdom,4,16,148.8,0
566198,2011-09-09 13:58:00,18109.0,United Kingdom,25,82,393.85,0
566199,2011-09-09 14:12:00,14824.0,United Kingdom,15,217,441.91,0
566200,2011-09-09 14:14:00,16910.0,United Kingdom,52,93,111.78,0
566201,2011-09-09 14:18:00,15189.0,United Kingdom,1,18,98.10000000000001,0
566202,2011-09-09 14:22:00,15652.0,United Kingdom,21,208,337.74,0
566203,2011-09-09 14:47:00,16362.0,United Kingdom,34,129,318.35,0
566204,2011-09-09 14:58:00,14628.0,United Kingdom,12,166,340.38,0
566206,2011-09-09 15:00:00,16362.0,United Kingdom,3,7,34.650000000000006,0
566207,2011-09-09 15:02:00,12830.0,United Kingdom,9,2352,1210.3200000000002,0
566208,2011-09-09 15:03:00,16362.0,United Kingdom,2,9,7.65,0
566213,2011-09-09 15:09:00,14895.0,United Kingdom,74,959,1732.93,0
566214,2011-09-09 15:10:00,14895.0,United Kingdom,1,4,51.0,0
566215,2011-09-09 15:11:00,14895.0,United Kingdom,5,29,109.15,0
566217,2011-09-09 15:17:00,14096.0,United Kingdom,33,54,106.46,0
566218,2011-09-09 15:25:00,13079.0,United Kingdom,1,6,35.7,0
566219,2011-09-09 15:51:00,17426.0,United Kingdom,57,700,1001.36,0
566220,2011-09-09 15:53:00,15251.0,United Kingdom,25,1128,2243.7,0
566221,2011-09-09 16:13:00,,United Kingdom,186,491,1450.55,1
566224,2011-09-09 17:52:00,,United Kingdom,2,4,18.990000000000002,1
566225,2011-09-11 10:35:00,16899.0,United Kingdom,10,29,77.55,0
566226,2011-09-11 10:39:00,15605.0,United Kingdom,11,52,204.60000000000002,0
566227,2011-09-11 10:42:00,14258.0,United Kingdom,16,744,1912.06,0
566228,2011-09-11 10:52:00,13408.0,United Kingdom,5,484,889.4000000000001,0
566229,2011-09-11 10:53:00,13408.0,United Kingdom,5,62,174.84,0
566230,2011-09-11 10:57:00,15159.0,United Kingdom,23,263,418.84000000000003,0
566231,2011-09-11 10:58:00,14837.0,United Kingdom,18,210,303.94,0
566232,2011-09-11 10:58:00,15159.0,United Kingdom,6,82,175.04,0
566233,2011-09-11 11:04:00,12635.0,Germany,60,766,879.54,0
566234,2011-09-11 11:08:00,15035.0,United Kingdom,27,245,252.73000000000002,0
566235,2011-09-11 11:17:00,15636.0,United Kingdom,17,202,418.06,0
566236,2011-09-11 11:19:00,16384.0,United Kingdom,9,60,175.4,0
566237,2011-09-11 11:24:00,13742.0,United Kingdom,8,30,142.9,0
566238,2011-09-11 11:24:00,17377.0,United Kingdom,21,39,148.27,0
566239,2011-09-11 11:26:00,14665.0,United Kingdom,24,234,544.52,0
566240,2011-09-11 11:29:00,14508.0,United Kingdom,24,70,137.56,0
566241,2011-09-11 11:30:00,15939.0,United Kingdom,2,156,254.76,0
566242,2011-09-11 11:56:00,15502.0,United Kingdom,8,52,160.6,0
566243,2011-09-11 11:57:00,15502.0,United Kingdom,1,2,33.9,0
566244,2011-09-11 11:58:00,15502.0,United Kingdom,5,60,126.00000000000001,0
566245,2011-09-11 11:59:00,13426.0,United Kingdom,11,198,451.97,0
566246,2011-09-11 12:00:00,13941.0,United Kingdom,8,396,1028.04,0
566247,2011-09-11 12:03:00,16107.0,United Kingdom,3,84,316.6,0
566248,2011-09-11 12:06:00,13272.0,United Kingdom,8,72,140.96,0
566249,2011-09-11 12:09:00,13527.0,United Kingdom,45,202,473.3,0
566250,2011-09-11 12:10:00,15587.0,United Kingdom,2,120,344.88,0
566251,2011-09-11 12:13:00,12841.0,United Kingdom,21,170,215.87,0
566253,2011-09-11 12:15:00,13527.0,United Kingdom,1,19,11.97,0
566254,2011-09-11 12:16:00,13993.0,United Kingdom,10,90,384.9,0
566255,2011-09-11 12:23:00,13324.0,United Kingdom,18,1492,1783.24,0
566256,2011-09-11 12:27:00,12680.0,France,6,42,94.38,0
566257,2011-09-11 12:34:00,13324.0,United Kingdom,9,680,855.5999999999999,0
566258,2011-09-11 12:45:00,13124.0,United Kingdom,79,518,1239.86,0
566259,2011-09-11 12:45:00,17317.0,United Kingdom,7,606,2027.94,0
566260,2011-09-11 12:45:00,14212.0,United Kingdom,9,1152,1070.48,0
566261,2011-09-11 12:46:00,13372.0,United Kingdom,23,159,378.64,0
566262,2011-09-11 12:56:00,15527.0,United Kingdom,20,108,277.55,0
566264,2011-09-11 13:07:00,14606.0,United Kingdom,25,55,97.73,0
566265,2011-09-11 13:16:00,18255.0,United Kingdom,6,74,103.3,0
566266,2011-09-11 13:22:00,17299.0,United Kingdom,26,319,297.36,0
566267,2011-09-11 13:32:00,12647.0,Germany,18,193,302.11,0
566268,2011-09-11 13:38:00,13813.0,Germany,14,80,238.24,0
566269,2011-09-11 13:39:00,17864.0,United Kingdom,48,312,237.22,0
566270,2011-09-11 13:40:00,16523.0,United Kingdom,32,390,848.98,0
566271,2011-09-11 13:44:00,14250.0,United Kingdom,74,866,1228.83,0
566272,2011-09-11 13:51:00,14487.0,United Kingdom,39,264,399.37,0
566273,2011-09-11 13:56:00,14720.0,United Kingdom,13,107,245.33,0
566274,2011-09-11 13:58:00,13884.0,United Kingdom,36,149,344.25,0
566275,2011-09-11 13:58:00,16549.0,United Kingdom,72,240,451.39,0
566276,2011-09-11 14:00:00,13450.0,United Kingdom,19,348,305.82,0
566277,2011-09-11 14:01:00,16796.0,United Kingdom,18,186,305.62,0
566278,2011-09-11 14:05:00,13614.0,United Kingdom,17,67,302.15,0
566279,2011-09-11 14:09:00,14432.0,United Kingdom,48,308,249.17000000000002,0
566281,2011-09-11 14:15:00,12748.0,United Kingdom,137,1437,1948.35,0
566282,2011-09-11 14:29:00,15782.0,United Kingdom,21,644,1638.3400000000001,0
566283,2011-09-11 14:34:00,17838.0,United Kingdom,27,375,612.4,0
566284,2011-09-11 14:49:00,14825.0,United Kingdom,7,72,160.20000000000002,0
566285,2011-09-11 14:51:00,13611.0,United Kingdom,40,334,517.68,0
566286,2011-09-11 14:58:00,14057.0,United Kingdom,15,252,331.56,0
566287,2011-09-11 15:11:00,17218.0,United Kingdom,24,49,133.37,0
566288,2011-09-11 15:18:00,12883.0,United Kingdom,19,68,291.63,0
566289,2011-09-11 15:20:00,15601.0,United Kingdom,14,128,231.56,0
566290,2011-09-11 15:24:00,14456.0,United Kingdom,207,713,800.9,0
566291,2011-09-11 15:31:00,12965.0,United Kingdom,108,282,769.8100000000001,0
566292,2011-09-11 15:35:00,13381.0,United Kingdom,23,390,520.9,0
566293,2011-09-11 15:35:00,14533.0,United Kingdom,16,555,408.38,0
566294,2011-09-11 15:41:00,15533.0,United Kingdom,33,150,449.65999999999997,0
566295,2011-09-11 15:44:00,15547.0,United Kingdom,39,855,453.39,0
566296,2011-09-11 15:47:00,17841.0,United Kingdom,49,80,202.53,0
566297,2011-09-11 15:50:00,16794.0,United Kingdom,29,55,89.52,0
566298,2011-09-11 15:52:00,14030.0,United Kingdom,21,170,159.31,0
566299,2011-09-11 15:59:00,16871.0,United Kingdom,14,200,329.44,0
566300,2011-09-11 16:05:00,18215.0,United Kingdom,13,118,299.34000000000003,0
566301,2011-09-11 16:06:00,16474.0,United Kingdom,24,56,114.84,0
566302,2011-09-11 16:09:00,16474.0,United Kingdom,1,1,8.25,0
566303,2011-09-12 08:24:00,12997.0,United Kingdom,16,170,307.92,0
566304,2011-09-12 09:03:00,18158.0,United Kingdom,24,254,343.8,0
566305,2011-09-12 09:26:00,14110.0,United Kingdom,21,223,523.25,0
566306,2011-09-12 09:36:00,13265.0,United Kingdom,13,214,336.64,0
566307,2011-09-12 09:37:00,14307.0,United Kingdom,34,323,656.23,0
566308,2011-09-12 09:38:00,15865.0,United Kingdom,15,134,289.92,0
566309,2011-09-12 09:38:00,14307.0,United Kingdom,2,24,31.599999999999998,0
566310,2011-09-12 09:39:00,15980.0,United Kingdom,19,890,1468.58,0
566311,2011-09-12 09:41:00,15980.0,United Kingdom,4,78,170.1,0
566312,2011-09-12 09:43:00,16150.0,United Kingdom,20,164,339.83,0
566314,2011-09-12 09:57:00,15358.0,United Kingdom,28,372,405.86,0
566315,2011-09-12 10:01:00,15392.0,United Kingdom,25,314,326.48,0
566317,2011-09-12 10:19:00,13375.0,United Kingdom,37,442,778.65,0
566318,2011-09-12 10:47:00,15971.0,United Kingdom,4,110,217.3,0
566319,2011-09-12 11:25:00,13431.0,United Kingdom,36,556,853.68,0
566320,2011-09-12 11:41:00,13983.0,United Kingdom,17,180,382.48,0
566321,2011-09-12 11:44:00,17961.0,United Kingdom,1,1,5.95,0
566322,2011-09-12 11:58:00,16209.0,United Kingdom,5,76,145.72,0
566326,2011-09-12 12:11:00,16211.0,United Kingdom,23,154,547.02,0
566328,2011-09-12 12:19:00,13743.0,United Kingdom,4,204,153.72,0
566329,2011-09-12 12:20:00,14527.0,United Kingdom,18,50,207.57,0
566334,2011-09-12 12:24:00,13798.0,United Kingdom,5,444,410.08000000000004,0
566345,2011-09-12 12:27:00,17685.0,United Kingdom,56,812,1250.71,0
566361,2011-09-12 12:32:00,15253.0,United Kingdom,3,34,71.7,0
566364,2011-09-12 12:32:00,15253.0,United Kingdom,23,355,395.04999999999995,0
566393,2011-09-12 12:45:00,13269.0,United Kingdom,17,214,362.18,0
566394,2011-09-12 12:45:00,13650.0,United Kingdom,17,212,317.96,0
566395,2011-09-12 12:48:00,14952.0,United Kingdom,12,164,683.8000000000001,0
566396,2011-09-12 12:51:00,14292.0,United Kingdom,18,268,553.74,0
566397,2011-09-12 12:54:00,17811.0,United Kingdom,30,83,142.82,0
566398,2011-09-12 13:10:00,12884.0,United Kingdom,7,43,309.05,0
566399,2011-09-12 13:11:00,16141.0,United Kingdom,30,238,620.4,0
566400,2011-09-12 13:16:00,17139.0,United Kingdom,92,848,1517.54,0
566402,2011-09-12 13:34:00,14997.0,United Kingdom,12,612,278.4,0
566403,2011-09-12 13:38:00,16985.0,United Kingdom,7,114,501.9,0
566405,2011-09-12 13:41:00,17919.0,United Kingdom,23,756,1304.04,0
566408,2011-09-12 13:43:00,16984.0,United Kingdom,126,786,1246.33,0
566420,2011-09-12 13:50:00,16360.0,United Kingdom,32,94,205.11,0
566421,2011-09-12 13:55:00,12924.0,United Kingdom,15,196,278.43,0
566422,2011-09-12 13:56:00,13064.0,United Kingdom,12,82,183.08,0
566424,2011-09-12 14:15:00,13309.0,United Kingdom,25,262,381.5,0
566425,2011-09-12 14:22:00,16458.0,United Kingdom,10,106,175.9,0
566426,2011-09-12 14:23:00,17865.0,United Kingdom,13,484,663.24,0
566427,2011-09-12 14:24:00,17433.0,United Kingdom,54,185,303.15999999999997,0
566428,2011-09-12 14:24:00,15932.0,United Kingdom,18,422,309.7,0
566429,2011-09-12 14:24:00,17865.0,United Kingdom,1,12,25.200000000000003,0
566430,2011-09-12 14:37:00,16475.0,United Kingdom,1,1,85.0,0
566431,2011-09-12 14:39:00,18180.0,United Kingdom,18,254,303.36,0
566432,2011-09-12 14:40:00,13704.0,United Kingdom,6,132,88.56,0
566433,2011-09-12 14:54:00,16839.0,United Kingdom,17,438,987.9399999999999,0
566434,2011-09-12 15:01:00,17090.0,United Kingdom,36,276,636.44,0
566435,2011-09-12 15:04:00,13854.0,United Kingdom,4,68,302.20000000000005,0
566438,2011-09-12 15:14:00,15996.0,United Kingdom,18,44,152.82,0
566439,2011-09-12 15:14:00,17656.0,United Kingdom,3,28,132.4,0
566440,2011-09-12 15:19:00,15755.0,United Kingdom,21,292,330.92,0
566441,2011-09-12 15:23:00,17719.0,United Kingdom,18,149,302.19,0
566442,2011-09-12 15:29:00,14732.0,United Kingdom,19,175,308.89,0
566443,2011-09-12 15:31:00,17071.0,United Kingdom,18,144,291.8,0
566444,2011-09-12 15:32:00,14020.0,United Kingdom,18,180,331.14,0
566446,2011-09-12 15:40:00,,United Kingdom,188,500,1520.6,1
566447,2011-09-12 15:43:00,12989.0,United Kingdom,4,348,637.9200000000001,0
566448,2011-09-12 16:06:00,14897.0,United Kingdom,7,30,169.9,0
566450,2011-09-12 16:12:00,15673.0,United Kingdom,38,420,711.53,0
566451,2011-09-12 16:14:00,18069.0,United Kingdom,139,468,782.85,0
566452,2011-09-12 16:14:00,14901.0,United Kingdom,11,57,129.32999999999998,0
566453,2011-09-12 16:23:00,17811.0,United Kingdom,3,48,84.5,0
566455,2011-09-12 16:45:00,14500.0,United Kingdom,1,10,21.0,0
566465,2011-09-12 17:58:00,15764.0,United Kingdom,2,2,3.35,0
566477,2011-09-13 09:03:00,14359.0,United Kingdom,28,189,483.39,0
566479,2011-09-13 09:07:00,13831.0,United Kingdom,5,104,340.2,0
566480,2011-09-13 09:17:00,16451.0,United Kingdom,14,120,266.97,0
566481,2011-09-13 09:33:00,15769.0,United Kingdom,3,700,1253.0,0
566482,2011-09-13 09:43:00,16609.0,United Kingdom,67,624,1319.78,0
566483,2011-09-13 09:47:00,13880.0,United Kingdom,17,249,414.82,0
566484,2011-09-13 09:48:00,13880.0,United Kingdom,12,216,223.84,0
566485,2011-09-13 09:49:00,13880.0,United Kingdom,9,112,181.6,0
566486,2011-09-13 09:59:00,16098.0,United Kingdom,13,112,293.14,0
566487,2011-09-13 10:03:00,16422.0,United Kingdom,5,316,358.2,0
566488,2011-09-13 10:16:00,12940.0,United Kingdom,19,95,361.27,0
566489,2011-09-13 10:17:00,16814.0,United Kingdom,21,243,556.3,0
566491,2011-09-13 10:25:00,14060.0,United Kingdom,15,216,294.24,0
566492,2011-09-13 10:34:00,12679.0,France,1,72,76.32000000000001,0
566494,2011-09-13 11:12:00,17404.0,Sweden,17,4072,4114.08,0
566495,2011-09-13 11:14:00,15529.0,United Kingdom,144,804,811.24,0
566518,2011-09-13 11:24:00,17779.0,United Kingdom,31,101,158.17,0
566520,2011-09-13 11:26:00,17757.0,United Kingdom,23,61,161.19,0
566534,2011-09-13 11:32:00,,United Kingdom,70,531,2437.77,1
566537,2011-09-13 11:34:00,13767.0,United Kingdom,11,134,371.70000000000005,0
566539,2011-09-13 11:34:00,17228.0,United Kingdom,48,261,368.72,0
566554,2011-09-13 11:39:00,13136.0,United Kingdom,37,360,921.4,0
566555,2011-09-13 11:41:00,15216.0,United Kingdom,2,28,96.6,0
566556,2011-09-13 11:47:00,16353.0,United Kingdom,1,48,237.60000000000002,0
566557,2011-09-13 11:47:00,14646.0,Netherlands,57,4951,8281.12,0
566558,2011-09-13 11:51:00,15311.0,United Kingdom,30,361,679.69,0
566559,2011-09-13 11:52:00,18044.0,United Kingdom,23,157,431.97,0
566560,2011-09-13 12:09:00,17092.0,United Kingdom,26,216,356.6,0
566561,2011-09-13 12:13:00,18145.0,United Kingdom,72,972,1079.47,0
566562,2011-09-13 12:18:00,17365.0,United Kingdom,97,1135,1121.43,0
566563,2011-09-13 12:22:00,12909.0,United Kingdom,20,250,328.98,0
566564,2011-09-13 12:26:00,15522.0,United Kingdom,41,315,259.05,0
566566,2011-09-13 12:32:00,14096.0,United Kingdom,69,105,348.35,0
566567,2011-09-13 12:37:00,16161.0,United Kingdom,14,139,303.65000000000003,0
566571,2011-09-13 12:49:00,17037.0,United Kingdom,75,656,1267.32,0
566572,2011-09-13 12:52:00,13488.0,United Kingdom,19,177,432.75,0
566575,2011-09-13 13:15:00,17133.0,United Kingdom,8,1238,1658.9,0
566576,2011-09-13 13:21:00,13098.0,United Kingdom,20,977,2180.3,0
566577,2011-09-13 13:29:00,,United Kingdom,94,258,1263.94,1
566580,2011-09-13 13:46:00,12822.0,United Kingdom,37,424,690.9,0
566581,2011-09-13 13:47:00,16081.0,United Kingdom,107,887,1599.55,0
566582,2011-09-13 13:49:00,13384.0,United Kingdom,28,538,1024.08,0
566583,2011-09-13 13:55:00,15343.0,United Kingdom,21,84,364.5,0
566585,2011-09-13 14:06:00,16409.0,United Kingdom,19,172,380.76,0
566586,2011-09-13 14:23:00,12619.0,Germany,6,212,181.8,0
566587,2011-09-13 14:30:00,14132.0,United Kingdom,20,266,347.74,0
566588,2011-09-13 14:42:00,17562.0,United Kingdom,7,74,191.78,0
566589,2011-09-13 14:50:00,14753.0,United Kingdom,30,211,563.15,0
566590,2011-09-13 14:51:00,14032.0,United Kingdom,19,273,302.2,0
566591,2011-09-13 14:53:00,16036.0,United Kingdom,44,589,570.19,0
566592,2011-09-13 14:53:00,15201.0,United Kingdom,17,296,303.28000000000003,0
566594,2011-09-13 15:03:00,16959.0,United Kingdom,7,49,117.35000000000001,0
566595,2011-09-13 15:03:00,18251.0,United Kingdom,16,7824,4314.72,0
566596,2011-09-13 15:18:00,14163.0,United Kingdom,10,304,786.52,0
566597,2011-09-13 15:23:00,14194.0,United Kingdom,19,160,446.31,0
566598,2011-09-13 15:35:00,12664.0,Finland,3,72,279.6,0
566599,2011-09-13 15:37:00,15998.0,United Kingdom,77,280,398.7,0
566600,2011-09-13 15:41:00,13704.0,United Kingdom,22,274,417.08,0
566601,2011-09-13 15:57:00,16469.0,United Kingdom,46,50,179.19,0
566602,2011-09-13 16:05:00,,United Kingdom,198,392,1207.29,1
566603,2011-09-13 16:12:00,,United Kingdom,164,335,1212.61,1
566604,2011-09-13 16:26:00,16279.0,United Kingdom,46,306,365.1,0
566605,2011-09-13 16:27:00,13263.0,United Kingdom,64,122,276.31,0
566606,2011-09-13 16:33:00,15194.0,United Kingdom,20,229,305.37,0
566607,2011-09-13 16:40:00,13032.0,United Kingdom,44,175,496.3,0
566610,2011-09-13 16:56:00,17961.0,United Kingdom,1,1,1.65,0
566612,2011-09-13 17:16:00,16229.0,United Kingdom,35,226,652.4,0
566616,2011-09-14 08:35:00,12895.0,United Kingdom,16,142,267.8,0
566617,2011-09-14 09:11:00,18092.0,United Kingdom,16,346,1304.04,0
566618,2011-09-14 09:13:00,17640.0,United Kingdom,5,250,621.66,0
566619,2011-09-14 09:16:00,13798.0,United Kingdom,3,196,327.8,0
566620,2011-09-14 09:21:00,13588.0,United Kingdom,12,126,185.22,0
566621,2011-09-14 09:22:00,15845.0,United Kingdom,18,283,543.24,0
566622,2011-09-14 09:27:00,13860.0,United Kingdom,24,176,405.88,0
566623,2011-09-14 09:31:00,12756.0,Japan,4,144,112.07999999999998,0
566624,2011-09-14 09:36:00,17315.0,United Kingdom,15,199,302.25,0
566625,2011-09-14 09:38:00,14911.0,EIRE,50,734,781.11,0
566627,2011-09-14 10:28:00,18229.0,United Kingdom,6,202,327.0,0
566628,2011-09-14 10:32:00,12971.0,United Kingdom,2,604,167.0,0
566629,2011-09-14 10:32:00,15622.0,United Kingdom,25,285,613.77,0
566630,2011-09-14 10:33:00,12971.0,United Kingdom,6,96,157.20000000000002,0
566631,2011-09-14 10:34:00,15622.0,United Kingdom,2,12,42.24,0
566632,2011-09-14 10:35:00,15622.0,United Kingdom,5,46,69.6,0
566633,2011-09-14 10:40:00,17193.0,United Kingdom,4,96,299.04,0
566634,2011-09-14 10:42:00,13183.0,United Kingdom,8,356,690.6000000000001,0
566635,2011-09-14 10:54:00,,United Kingdom,1,288,244.79999999999998,1
566647,2011-09-14 11:21:00,18001.0,United Kingdom,41,284,250.13,0
566648,2011-09-14 11:25:00,14198.0,United Kingdom,8,79,171.85000000000002,0
566649,2011-09-14 11:26:00,18173.0,United Kingdom,6,192,378.0,0
566667,2011-09-14 11:34:00,14660.0,United Kingdom,16,124,156.79,0
566668,2011-09-14 11:35:00,18065.0,United Kingdom,2,9,53.550000000000004,0
566669,2011-09-14 11:36:00,18065.0,United Kingdom,28,251,466.09000000000003,0
566670,2011-09-14 11:36:00,18065.0,United Kingdom,1,12,17.4,0
566673,2011-09-14 11:39:00,17728.0,United Kingdom,20,129,345.03000000000003,0
566674,2011-09-14 11:41:00,15105.0,United Kingdom,31,356,614.88,0
566675,2011-09-14 11:42:00,15105.0,United Kingdom,3,60,28.68,0
566694,2011-09-14 11:50:00,16401.0,United Kingdom,17,248,318.24,0
566705,2011-09-14 11:53:00,13552.0,United Kingdom,15,162,471.84000000000003,0
566707,2011-09-14 11:54:00,13552.0,United Kingdom,3,52,79.8,0
566708,2011-09-14 11:55:00,13078.0,United Kingdom,11,400,737.8,0
566709,2011-09-14 11:58:00,16745.0,United Kingdom,23,948,821.6,0
566713,2011-09-14 12:05:00,15933.0,United Kingdom,24,345,411.81,0
566717,2011-09-14 12:14:00,17841.0,United Kingdom,54,107,237.19,0
566718,2011-09-14 12:25:00,15854.0,United Kingdom,4,75,446.25,0
566719,2011-09-14 12:29:00,15081.0,United Kingdom,6,20,88.2,0
566720,2011-09-14 12:42:00,13634.0,United Kingdom,63,231,588.51,0
566721,2011-09-14 12:50:00,12921.0,United Kingdom,25,203,490.95,0
566722,2011-09-14 12:51:00,13408.0,United Kingdom,12,336,466.52,0
566723,2011-09-14 13:02:00,15804.0,United Kingdom,12,79,233.39,0
566724,2011-09-14 13:04:00,14284.0,United Kingdom,13,70,252.1,0
566726,2011-09-14 13:12:00,15021.0,United Kingdom,76,125,305.13,0
566727,2011-09-14 13:12:00,17347.0,United Kingdom,1,216,228.96,0
566728,2011-09-14 13:15:00,15841.0,United Kingdom,15,348,303.48,0
566729,2011-09-14 13:23:00,14562.0,United Kingdom,8,27,177.44,0
566730,2011-09-14 13:31:00,14606.0,United Kingdom,26,39,64.26,0
566731,2011-09-14 13:37:00,17883.0,United Kingdom,20,31,78.45,0
566732,2011-09-14 13:42:00,17716.0,United Kingdom,18,183,378.45,0
566733,2011-09-14 13:54:00,15103.0,United Kingdom,13,148,291.68,0
566734,2011-09-14 14:09:00,16910.0,United Kingdom,64,89,163.08,0
566735,2011-09-14 14:19:00,15707.0,United Kingdom,41,79,158.88,0
566736,2011-09-14 14:19:00,12726.0,France,20,436,321.32,0
